date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:02:20	40460/40460	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229e0c-5d6f4ccecf980%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.eot	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.eot	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:20	40460/40460	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229e0c-5d6f4ccecf980%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.eot?	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:20	14844/14844	---M--	200	added ('OK')	font/woff2	etag:%2239fc-5d6f4cd0b7e00%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.woff2	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.woff2	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:20	18112/18112	---M--	200	added ('OK')	font/woff	etag:%2246c0-5d6f4ccecf980%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.woff	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.woff	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:20	40232/40232	---MCZ	200	added ('OK')	font/ttf	etag:W/%229d28-5d6f4ccecf980%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.ttf	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.ttf	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:21	417/417	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2021:02:21%20GMT	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.svg	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-regular-400.svg	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:22	197172/197172	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2230234-5d6f4cd0b7e00%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.eot	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.eot	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:22	197172/197172	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2230234-5d6f4cd0b7e00%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.eot?	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:22	73852/73852	---M--	200	added ('OK')	font/woff2	etag:%221207c-5d6f4cd0b7e00%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.woff2	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.woff2	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:22	95436/95436	---M--	200	added ('OK')	font/woff	etag:%22174cc-5d6f4cd0b7e00%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.woff	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.woff	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:23	196952/196952	---MCZ	200	added ('OK')	font/ttf	etag:W/%2230158-5d6f4cd0b7e00%22	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.ttf	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.ttf	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:23	417/417	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2021:02:23%20GMT	https://sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.svg	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/plugins/font-awesome/webfonts/fa-solid-900.svg	(from https://sowix.online/assets/plugins/font-awesome/css/all.min.css)
00:02:23	417/417	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Apr%202024%2021:02:24%20GMT	https://sowix.online/assets/images/500.svg	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/images/500.svg	(from https://sowix.online/assets/css/main.min.css)
00:02:24	158928/158928	---M--	200	added ('OK')	image/jpeg	etag:%2226cd0-5dada8b849180%22	https://sowix.online/assets/images/profile-bg.jpg	C:/Benim%20Web%20Sitem/panel/sowix.online/assets/images/profile-bg.jpg	(from https://sowix.online/assets/css/main.min.css)
